year,sex,address,agegp,death,pop
89,1,40,Y55_59,4,12683.5
89,1,40,Y60_64,6,13657
89,1,40,Y65_69,3,12601
89,1,40,Y70_74,6,9950.5
89,1,40,Y75_79,2,5813.5
89,1,40,Y80_84,3,2746.5
89,1,40,Y85ABO,1,1555.5
89,1,41,Y00_04,0,37180.5
89,1,41,Y05_09,0,38484.5
89,1,41,Y10_14,0,38606.5
89,1,41,Y15_19,0,47334
89,1,41,Y20_24,0,50441.5
89,1,41,Y25_29,0,43788
89,1,41,Y30_34,2,47709.5
89,1,41,Y35_39,1,52176
89,1,41,Y40_44,2,48096.5
89,1,41,Y45_49,4,40287.5
89,1,41,Y50_54,3,25784.5
89,1,41,Y55_59,3,21976
89,1,41,Y60_64,7,22081
89,1,41,Y65_69,10,21563
89,1,41,Y70_74,16,18255.5
89,1,41,Y75_79,10,10548.5
89,1,41,Y80_84,8,4798
89,1,41,Y85ABO,10,2745
89,1,42,Y00_04,0,42626.5
89,1,42,Y05_09,0,44226
89,1,42,Y10_14,0,42229
89,1,42,Y15_19,0,52779
89,1,42,Y20_24,1,61165
89,1,42,Y25_29,0,56246.5
89,1,42,Y30_34,1,56628.5
89,1,42,Y35_39,2,56473
89,1,42,Y40_44,0,51176
89,1,42,Y45_49,5,45636.5
89,1,42,Y50_54,2,29802.5
89,1,42,Y55_59,3,24501.5
89,1,42,Y60_64,4,21121
89,1,42,Y65_69,9,19560.5
89,1,42,Y70_74,11,18668.5
89,1,42,Y75_79,9,10887
89,1,42,Y80_84,5,4569
89,1,42,Y85ABO,7,2201.5
89,1,43,Y00_04,0,31731.5
89,1,43,Y05_09,0,32082.5
89,1,43,Y10_14,0,31419.5
89,1,43,Y15_19,0,38574.5
89,1,43,Y20_24,0,43047.5
89,1,43,Y25_29,0,38691
89,1,43,Y30_34,0,40486
89,1,43,Y35_39,2,40715
89,1,43,Y40_44,1,37206
89,1,43,Y45_49,1,33444
89,1,43,Y50_54,2,22487.5
89,1,43,Y55_59,2,19733
89,1,43,Y60_64,10,19066
89,1,43,Y65_69,6,16642.5
89,1,43,Y70_74,16,14514.5
89,1,43,Y75_79,8,8642
89,1,43,Y80_84,3,4125
89,1,43,Y85ABO,4,1936
89,1,44,Y00_04,0,2929
89,1,44,Y05_09,0,2850.5
89,1,44,Y10_14,0,2870
89,1,44,Y15_19,0,3769.5
89,1,44,Y20_24,0,4269
89,1,44,Y25_29,0,3980.5
89,1,44,Y30_34,0,3783
89,1,44,Y35_39,0,3737
89,1,44,Y40_44,0,3482
89,1,44,Y45_49,0,2908
89,1,44,Y50_54,0,2049
89,1,44,Y55_59,1,1796
89,1,44,Y60_64,0,2068
89,1,44,Y65_69,0,2281.5
89,1,44,Y70_74,1,1968
89,1,44,Y75_79,2,1197
89,1,44,Y80_84,1,551
89,1,44,Y85ABO,1,310.5
89,1,45,Y00_04,0,12295.5
89,1,45,Y05_09,0,12680.5
89,1,45,Y10_14,0,12034
89,1,45,Y15_19,0,15349.5
89,1,45,Y20_24,0,16612.5
89,1,45,Y25_29,0,15598.5
89,1,45,Y30_34,1,15733
89,1,45,Y35_39,1,15536.5
89,1,45,Y40_44,0,14690.5
89,1,45,Y45_49,0,12814
89,1,45,Y50_54,2,8498
89,1,45,Y55_59,1,7171.5
89,1,45,Y60_64,2,6541.5
89,1,45,Y65_69,3,6441
89,1,45,Y70_74,7,7367
89,1,45,Y75_79,12,4886
89,1,45,Y80_84,7,2352.5
89,1,45,Y85ABO,6,1278.5
89,1,46,Y00_04,0,8803.5
89,1,46,Y05_09,0,8490
89,1,46,Y10_14,0,8217
89,1,46,Y15_19,0,10426.5
89,1,46,Y20_24,0,11700.5
89,1,46,Y25_29,0,11645
89,1,46,Y30_34,1,12032
89,1,46,Y35_39,0,11604.5
89,1,46,Y40_44,1,10059.5
89,1,46,Y45_49,0,8285
89,1,46,Y50_54,0,5771
89,1,46,Y55_59,1,5098
89,1,46,Y60_64,0,4804.5
89,1,46,Y65_69,1,4519.5
89,1,46,Y70_74,2,5094.5
89,1,46,Y75_79,1,3521.5
89,1,46,Y80_84,5,1612.5
89,1,46,Y85ABO,1,877
60,2,01,Y00_04,0,100741
60,2,01,Y05_09,0,107510
60,2,01,Y10_14,0,103478
60,2,01,Y15_19,0,94725
60,2,01,Y20_24,1,83067
60,2,01,Y25_29,0,65141
60,2,01,Y30_34,3,62308
60,2,01,Y35_39,2,50047
60,2,01,Y40_44,0,42817
60,2,01,Y45_49,0,36809
60,2,01,Y50_54,2,26944
60,2,01,Y55_59,2,21294
60,2,01,Y60_64,4,14648
60,2,01,Y65_69,1,10399
60,2,01,Y70_74,2,6922
60,2,01,Y75_79,1,3873
60,2,01,Y80_84,0,2165
60,2,01,Y85ABO,2,942
60,2,02,Y00_04,0,58468
60,2,02,Y05_09,0,58581
60,2,02,Y10_14,0,54328
60,2,02,Y15_19,0,48752
60,2,02,Y20_24,0,41065
60,2,02,Y25_29,0,31833
60,2,02,Y30_34,0,30919
60,2,02,Y35_39,1,25140
60,2,02,Y40_44,1,20720
60,2,02,Y45_49,0,16852
60,2,02,Y50_54,1,11942
60,2,02,Y55_59,3,9139
60,2,02,Y60_64,1,6471
60,2,02,Y65_69,3,4270
60,2,02,Y70_74,0,2726
60,2,02,Y75_79,0,1520
60,2,02,Y80_84,0,739
60,2,02,Y85ABO,0,283
60,2,11,Y00_04,0,19605
60,2,11,Y05_09,0,21190
60,2,11,Y10_14,0,21244
60,2,11,Y15_19,0,18574
60,2,11,Y20_24,0,13146
60,2,11,Y25_29,0,9325
60,2,11,Y30_34,1,10368
60,2,11,Y35_39,0,8463
60,2,11,Y40_44,0,7693
60,2,11,Y45_49,0,6480
60,2,11,Y50_54,0,4842
60,2,11,Y55_59,0,3716
60,2,11,Y60_64,2,2817
60,2,11,Y65_69,1,2123
60,2,11,Y70_74,0,1299
60,2,11,Y75_79,0,686
60,2,11,Y80_84,0,290
60,2,11,Y85ABO,0,185
60,2,12,Y00_04,0,13888
60,2,12,Y05_09,0,14716
60,2,12,Y10_14,0,14507
60,2,12,Y15_19,0,14050
60,2,12,Y20_24,0,10552
60,2,12,Y25_29,0,7519
60,2,12,Y30_34,0,7248
60,2,12,Y35_39,0,6197
60,2,12,Y40_44,0,6035
60,2,12,Y45_49,2,4978
60,2,12,Y50_54,0,3506
60,2,12,Y55_59,0,2773
60,2,12,Y60_64,0,2098
60,2,12,Y65_69,1,1599
60,2,12,Y70_74,2,1076
60,2,12,Y75_79,0,600
60,2,12,Y80_84,0,314
60,2,12,Y85ABO,0,160
60,2,17,Y00_04,0,27553
60,2,17,Y05_09,0,29862
60,2,17,Y10_14,0,28515
60,2,17,Y15_19,0,25976
60,2,17,Y20_24,1,20989
60,2,17,Y25_29,0,15754
60,2,17,Y30_34,0,15472
60,2,17,Y35_39,0,12730
60,2,17,Y40_44,0,11265
60,2,17,Y45_49,0,9189
60,2,17,Y50_54,2,6792
60,2,17,Y55_59,2,5352
60,2,17,Y60_64,2,4037
60,2,17,Y65_69,2,2833
60,2,17,Y70_74,2,1863
60,2,17,Y75_79,0,920
60,2,17,Y80_84,0,467
60,2,17,Y85ABO,0,179
60,2,21,Y00_04,0,28510
60,2,21,Y05_09,1,30514
60,2,21,Y10_14,0,29727
60,2,21,Y15_19,1,27389
60,2,21,Y20_24,1,21910
60,2,21,Y25_29,1,15987
60,2,21,Y30_34,0,15843
60,2,21,Y35_39,0,13887
60,2,21,Y40_44,1,11523
60,2,21,Y45_49,2,9467
60,2,21,Y50_54,0,7299
60,2,21,Y55_59,0,6024
60,2,21,Y60_64,1,4416
60,2,21,Y65_69,0,2985
60,2,21,Y70_74,1,2171
60,2,21,Y75_79,1,1247
60,2,21,Y80_84,0,645
60,2,21,Y85ABO,0,300
60,2,22,Y00_04,0,13524
60,2,22,Y05_09,0,15262
60,2,22,Y10_14,0,15325
60,2,22,Y15_19,0,14341
60,2,22,Y20_24,0,10766
60,2,22,Y25_29,0,7247
60,2,22,Y30_34,0,7616
60,2,22,Y35_39,0,7125
60,2,22,Y40_44,1,6098
60,2,22,Y45_49,0,4698
60,2,22,Y50_54,0,3688
60,2,22,Y55_59,0,3042
60,2,22,Y60_64,0,2412
60,2,22,Y65_69,1,1628
60,2,22,Y70_74,1,1004
60,2,22,Y75_79,0,510
60,2,22,Y80_84,0,268
60,2,22,Y85ABO,0,116
60,2,31,Y00_04,0,86021
60,2,31,Y05_09,0,86905
60,2,31,Y10_14,0,76099
60,2,31,Y15_19,0,67883
60,2,31,Y20_24,0,54687
60,2,31,Y25_29,1,44153
60,2,31,Y30_34,0,42578
60,2,31,Y35_39,0,31933
60,2,31,Y40_44,2,26769
60,2,31,Y45_49,3,22578
60,2,31,Y50_54,3,17057
60,2,31,Y55_59,1,14448
60,2,31,Y60_64,4,11126
60,2,31,Y65_69,2,8403
60,2,31,Y70_74,4,5634
60,2,31,Y75_79,1,3117
60,2,31,Y80_84,0,1504
60,2,31,Y85ABO,0,897
60,2,32,Y00_04,0,49868
60,2,32,Y05_09,0,51682
60,2,32,Y10_14,0,45037
60,2,32,Y15_19,0,40460
60,2,32,Y20_24,0,30459
60,2,32,Y25_29,0,23129
60,2,32,Y30_34,0,22499
60,2,32,Y35_39,0,17729
60,2,32,Y40_44,2,15511
60,2,32,Y45_49,0,12588
60,2,32,Y50_54,1,9426
60,2,32,Y55_59,1,7593
60,2,32,Y60_64,1,6285
60,2,32,Y65_69,2,4863
60,2,32,Y70_74,3,3528
60,2,32,Y75_79,0,2044
60,2,32,Y80_84,1,1012
60,2,32,Y85ABO,0,636
60,2,33,Y00_04,0,21779
60,2,33,Y05_09,0,23348
60,2,33,Y10_14,0,22805
60,2,33,Y15_19,0,20899
60,2,33,Y20_24,0,13842
60,2,33,Y25_29,0,9410
60,2,33,Y30_34,0,9605
60,2,33,Y35_39,0,8626
60,2,33,Y40_44,0,7920
60,2,33,Y45_49,1,6573
60,2,33,Y50_54,0,5056
60,2,33,Y55_59,1,4199
60,2,33,Y60_64,0,3685
60,2,33,Y65_69,3,2960
60,2,33,Y70_74,1,2073
60,2,33,Y75_79,1,1226
60,2,33,Y80_84,0,623
60,2,33,Y85ABO,0,323
60,2,34,Y00_04,0,25087
60,2,34,Y05_09,0,27118
60,2,34,Y10_14,0,26894
60,2,34,Y15_19,0,24322
60,2,34,Y20_24,2,15889
60,2,34,Y25_29,0,11388
60,2,34,Y30_34,0,12122
60,2,34,Y35_39,0,10755
60,2,34,Y40_44,0,9334
60,2,34,Y45_49,0,7705
60,2,34,Y50_54,0,6294
60,2,34,Y55_59,1,5476
60,2,34,Y60_64,0,4545
60,2,34,Y65_69,0,3630
60,2,34,Y70_74,0,1908
60,2,34,Y75_79,0,1125
60,2,34,Y80_84,0,563
60,2,34,Y85ABO,0,298
60,2,35,Y00_04,0,31960
60,2,35,Y05_09,0,35190
60,2,35,Y10_14,0,35636
60,2,35,Y15_19,0,32522
60,2,35,Y20_24,1,21246
60,2,35,Y25_29,0,13876
60,2,35,Y30_34,0,14277
60,2,35,Y35_39,0,13263
60,2,35,Y40_44,0,12453
60,2,35,Y45_49,1,10299
60,2,35,Y50_54,1,8237
60,2,35,Y55_59,1,6887
60,2,35,Y60_64,1,5910
60,2,35,Y65_69,0,4571
60,2,35,Y70_74,1,3216
60,2,35,Y75_79,3,1804
60,2,35,Y80_84,0,960
60,2,35,Y85ABO,0,533
60,2,36,Y00_04,0,51233
60,2,36,Y05_09,0,51622
60,2,36,Y10_14,0,48806
60,2,36,Y15_19,1,47359
60,2,36,Y20_24,0,34386
60,2,36,Y25_29,0,23952
60,2,36,Y30_34,1,22979
60,2,36,Y35_39,0,20138
60,2,36,Y40_44,0,17800
60,2,36,Y45_49,1,14327
60,2,36,Y50_54,1,11700
60,2,36,Y55_59,1,10206
60,2,36,Y60_64,1,8300
60,2,36,Y65_69,0,6129
60,2,36,Y70_74,0,4143
60,2,36,Y75_79,0,2125
60,2,36,Y80_84,0,993
60,2,36,Y85ABO,0,517
60,2,37,Y00_04,0,64084
60,2,37,Y05_09,0,69147
60,2,37,Y10_14,0,68862
60,2,37,Y15_19,0,66062
60,2,37,Y20_24,0,45884
60,2,37,Y25_29,0,29664
60,2,37,Y30_34,1,30650
60,2,37,Y35_39,0,28944
60,2,37,Y40_44,1,25324
60,2,37,Y45_49,1,20711
60,2,37,Y50_54,0,17113
60,2,37,Y55_59,0,14801
60,2,37,Y60_64,2,12717
60,2,37,Y65_69,3,8962
60,2,37,Y70_74,1,5842
60,2,37,Y75_79,0,2951
60,2,37,Y80_84,0,1443
60,2,37,Y85ABO,0,682
60,2,38,Y00_04,0,30406
60,2,38,Y05_09,0,34126
60,2,38,Y10_14,0,34743
60,2,38,Y15_19,0,32104
60,2,38,Y20_24,1,20667
60,2,38,Y25_29,1,13767
60,2,38,Y30_34,0,14747
60,2,38,Y35_39,0,13655
60,2,38,Y40_44,0,12471
60,2,38,Y45_49,0,10000
60,2,38,Y50_54,0,7988
60,2,38,Y55_59,1,6979
60,2,38,Y60_64,1,5925
60,2,38,Y65_69,2,4011
60,2,38,Y70_74,1,2357
60,2,38,Y75_79,1,1154
60,2,38,Y80_84,0,581
60,2,38,Y85ABO,0,295
60,2,39,Y00_04,0,48313
60,2,39,Y05_09,0,54497
60,2,39,Y10_14,0,53061
60,2,39,Y15_19,1,50139
60,2,39,Y20_24,0,31829
60,2,39,Y25_29,0,21447
60,2,39,Y30_34,0,22751
60,2,39,Y35_39,0,21646
60,2,39,Y40_44,0,19563
60,2,39,Y45_49,1,15168
60,2,39,Y50_54,1,13229
60,2,39,Y55_59,1,11710
60,2,39,Y60_64,4,9392
60,2,39,Y65_69,1,6259
60,2,39,Y70_74,1,3972
60,2,39,Y75_79,2,2352
60,2,39,Y80_84,0,1303
60,2,39,Y85ABO,0,645
60,2,40,Y00_04,0,35366
60,2,40,Y05_09,0,41327
60,2,40,Y10_14,0,42631
60,2,40,Y15_19,0,39973
60,2,40,Y20_24,0,24157
60,2,40,Y25_29,0,15003
60,2,40,Y30_34,0,16764
60,2,40,Y35_39,1,16525
60,2,40,Y40_44,0,15068
60,2,40,Y45_49,1,11626
60,2,40,Y50_54,0,9534
60,2,40,Y55_59,2,8703
60,2,40,Y60_64,1,7298
60,2,40,Y65_69,1,4735
60,2,40,Y70_74,0,3368
60,2,40,Y75_79,0,1837
60,2,40,Y80_84,0,1007
60,2,40,Y85ABO,0,493
60,2,41,Y00_04,0,51242
60,2,41,Y05_09,0,60106
60,2,41,Y10_14,0,63860
60,2,41,Y15_19,0,60010
60,2,41,Y20_24,0,38766
60,2,41,Y25_29,0,23648
60,2,41,Y30_34,0,25849
60,2,41,Y35_39,0,25863
60,2,41,Y40_44,0,23375
60,2,41,Y45_49,0,18318
60,2,41,Y50_54,2,14818
60,2,41,Y55_59,2,14002
60,2,41,Y60_64,1,11562
60,2,41,Y65_69,2,7401
60,2,41,Y70_74,2,5564
60,2,41,Y75_79,0,3125
60,2,41,Y80_84,1,1606
60,2,41,Y85ABO,0,842
60,2,42,Y00_04,0,50853
60,2,42,Y05_09,0,53591
60,2,42,Y10_14,0,51292
60,2,42,Y15_19,0,46863
60,2,42,Y20_24,0,32454
60,2,42,Y25_29,0,22419
60,2,42,Y30_34,0,22441
60,2,42,Y35_39,0,19347
60,2,42,Y40_44,1,17282
60,2,42,Y45_49,0,14787
60,2,42,Y50_54,0,11582
60,2,42,Y55_59,1,10152
60,2,42,Y60_64,0,7660
60,2,42,Y65_69,0,5088
60,2,42,Y70_74,0,3575
60,2,42,Y75_79,0,2039
60,2,42,Y80_84,0,1021
60,2,42,Y85ABO,0,514
60,2,43,Y00_04,0,50080
60,2,43,Y05_09,0,56125
60,2,43,Y10_14,0,55422
60,2,43,Y15_19,0,50148
60,2,43,Y20_24,0,33403
60,2,43,Y25_29,0,21954
60,2,43,Y30_34,1,22778
60,2,43,Y35_39,0,21342
60,2,43,Y40_44,2,19462
60,2,43,Y45_49,2,16258
60,2,43,Y50_54,1,13480
60,2,43,Y55_59,0,11528
60,2,43,Y60_64,1,8617
60,2,43,Y65_69,1,5851
60,2,43,Y70_74,2,3640
60,2,43,Y75_79,1,2139
60,2,43,Y80_84,0,1119
60,2,43,Y85ABO,0,423
60,2,44,Y00_04,0,7806
60,2,44,Y05_09,0,8446
60,2,44,Y10_14,0,8078
60,2,44,Y15_19,0,6748
60,2,44,Y20_24,0,4389
60,2,44,Y25_29,0,2753
60,2,44,Y30_34,0,2696
60,2,44,Y35_39,0,2889
60,2,44,Y40_44,0,2502
60,2,44,Y45_49,0,2250
60,2,44,Y50_54,0,1808
60,2,44,Y55_59,0,1566
60,2,44,Y60_64,0,1380
60,2,44,Y65_69,0,1154
60,2,44,Y70_74,0,888
60,2,44,Y75_79,0,643
60,2,44,Y80_84,0,425
60,2,44,Y85ABO,0,238
60,2,45,Y00_04,0,20507
60,2,45,Y05_09,0,22299
60,2,45,Y10_14,0,21874
60,2,45,Y15_19,0,18974
60,2,45,Y20_24,0,12464
60,2,45,Y25_29,0,8844
60,2,45,Y30_34,0,8944
60,2,45,Y35_39,0,8070
60,2,45,Y40_44,0,7078
60,2,45,Y45_49,0,5974
60,2,45,Y50_54,0,4388
60,2,45,Y55_59,1,3847
60,2,45,Y60_64,1,3053
60,2,45,Y65_69,0,2229
60,2,45,Y70_74,0,1409
60,2,45,Y75_79,0,801
60,2,45,Y80_84,0,425
60,2,45,Y85ABO,0,258
60,2,46,Y00_04,0,19223
60,2,46,Y05_09,0,20871
60,2,46,Y10_14,0,19703
60,2,46,Y15_19,0,16339
60,2,46,Y20_24,0,10192
60,2,46,Y25_29,0,7002
60,2,46,Y30_34,0,7483
60,2,46,Y35_39,0,6997
60,2,46,Y40_44,0,6462
60,2,46,Y45_49,0,5338
60,2,46,Y50_54,0,4120
60,2,46,Y55_59,0,3301
60,2,46,Y60_64,0,2528
60,2,46,Y65_69,0,1780
60,2,46,Y70_74,0,1027
60,2,46,Y75_79,1,550
60,2,46,Y80_84,0,261
60,2,46,Y85ABO,0,118
61,2,01,Y00_04,0,101698
61,2,01,Y05_09,0,108556
61,2,01,Y10_14,0,106642
61,2,01,Y15_19,0,97380
61,2,01,Y20_24,0,93166
61,2,01,Y25_29,0,67870
61,2,01,Y30_34,0,65321
61,2,01,Y35_39,1,53032
61,2,01,Y40_44,1,44669
61,2,01,Y45_49,3,38467
61,2,01,Y50_54,2,29228
61,2,01,Y55_59,3,22117
61,2,01,Y60_64,4,15927
61,2,01,Y65_69,3,11230
61,2,01,Y70_74,1,7476
61,2,01,Y75_79,2,4167
61,2,01,Y80_84,0,2164
61,2,01,Y85ABO,2,1236
61,2,02,Y00_04,0,59706
61,2,02,Y05_09,0,60137
61,2,02,Y10_14,0,56319
61,2,02,Y15_19,1,50492
61,2,02,Y20_24,0,46740
61,2,02,Y25_29,0,33132
61,2,02,Y30_34,0,32667
61,2,02,Y35_39,0,26515
61,2,02,Y40_44,1,21673
61,2,02,Y45_49,2,17564
61,2,02,Y50_54,1,12970
61,2,02,Y55_59,1,9554
61,2,02,Y60_64,0,7083
61,2,02,Y65_69,0,4496
61,2,02,Y70_74,1,2928
61,2,02,Y75_79,0,1598
61,2,02,Y80_84,0,750
61,2,02,Y85ABO,0,328
61,2,11,Y00_04,0,19337
61,2,11,Y05_09,0,20886
61,2,11,Y10_14,0,21435
61,2,11,Y15_19,0,19040
61,2,11,Y20_24,0,14928
61,2,11,Y25_29,0,9211
61,2,11,Y30_34,0,10460
61,2,11,Y35_39,0,8642
61,2,11,Y40_44,1,7728
61,2,11,Y45_49,1,6624
61,2,11,Y50_54,2,5120
61,2,11,Y55_59,0,3854
61,2,11,Y60_64,0,2924
61,2,11,Y65_69,0,2199
61,2,11,Y70_74,0,1423
61,2,11,Y75_79,0,744
61,2,11,Y80_84,1,302
61,2,11,Y85ABO,0,195
61,2,12,Y00_04,0,13881
61,2,12,Y05_09,0,14716
61,2,12,Y10_14,0,14846
61,2,12,Y15_19,0,14082
61,2,12,Y20_24,0,11985
61,2,12,Y25_29,0,7697
61,2,12,Y30_34,1,7553
61,2,12,Y35_39,1,6385
61,2,12,Y40_44,0,6060
61,2,12,Y45_49,0,5204
61,2,12,Y50_54,0,3759
61,2,12,Y55_59,0,2841
61,2,12,Y60_64,1,2203
61,2,12,Y65_69,0,1680
61,2,12,Y70_74,0,1158
61,2,12,Y75_79,0,610
61,2,12,Y80_84,0,321
61,2,12,Y85ABO,0,185
61,2,17,Y00_04,0,27885
61,2,17,Y05_09,0,30397
61,2,17,Y10_14,0,29590
61,2,17,Y15_19,0,26492
61,2,17,Y20_24,0,23710
61,2,17,Y25_29,0,16351
61,2,17,Y30_34,0,16263
61,2,17,Y35_39,0,13352
61,2,17,Y40_44,0,11631
61,2,17,Y45_49,1,9582
61,2,17,Y50_54,1,7302
61,2,17,Y55_59,1,5458
61,2,17,Y60_64,1,4279
61,2,17,Y65_69,2,3029
61,2,17,Y70_74,1,1990
61,2,17,Y75_79,0,984
61,2,17,Y80_84,1,498
61,2,17,Y85ABO,0,205
61,2,21,Y00_04,0,28262
61,2,21,Y05_09,0,30360
61,2,21,Y10_14,0,29974
61,2,21,Y15_19,0,27659
61,2,21,Y20_24,0,24281
61,2,21,Y25_29,0,15994
61,2,21,Y30_34,1,16069
61,2,21,Y35_39,0,14152
61,2,21,Y40_44,0,11966
61,2,21,Y45_49,1,9716
61,2,21,Y50_54,0,7659
61,2,21,Y55_59,1,6084
61,2,21,Y60_64,1,4764
61,2,21,Y65_69,0,3105
61,2,21,Y70_74,0,2276
61,2,21,Y75_79,0,1326
61,2,21,Y80_84,0,670
61,2,21,Y85ABO,0,328
61,2,22,Y00_04,0,13190
61,2,22,Y05_09,0,15073
61,2,22,Y10_14,0,15497
61,2,22,Y15_19,0,14384
61,2,22,Y20_24,0,12017
61,2,22,Y25_29,1,7246
61,2,22,Y30_34,0,7673
61,2,22,Y35_39,0,7228
61,2,22,Y40_44,0,6298
61,2,22,Y45_49,0,4828
61,2,22,Y50_54,0,3913
61,2,22,Y55_59,1,2995
61,2,22,Y60_64,0,2580
61,2,22,Y65_69,1,1723
61,2,22,Y70_74,0,1056
61,2,22,Y75_79,0,534
61,2,22,Y80_84,2,285
61,2,22,Y85ABO,1,122
61,2,31,Y00_04,0,88016
61,2,31,Y05_09,0,89510
61,2,31,Y10_14,0,79576
61,2,31,Y15_19,0,71030
61,2,31,Y20_24,0,62456
61,2,31,Y25_29,0,45251
61,2,31,Y30_34,1,44927
61,2,31,Y35_39,0,34202
61,2,31,Y40_44,1,27814
61,2,31,Y45_49,0,23722
61,2,31,Y50_54,3,18504
61,2,31,Y55_59,2,14740
61,2,31,Y60_64,3,11818
61,2,31,Y65_69,2,8885
61,2,31,Y70_74,2,6050
61,2,31,Y75_79,2,3334
61,2,31,Y80_84,0,1563
61,2,31,Y85ABO,0,972
61,2,32,Y00_04,0,50222
61,2,32,Y05_09,0,52730
61,2,32,Y10_14,0,46640
61,2,32,Y15_19,1,41990
61,2,32,Y20_24,0,34486
61,2,32,Y25_29,0,23346
61,2,32,Y30_34,1,23384
61,2,32,Y35_39,0,18598
61,2,32,Y40_44,0,15847
61,2,32,Y45_49,0,13089
61,2,32,Y50_54,1,9956
61,2,32,Y55_59,4,7814
61,2,32,Y60_64,0,6392
61,2,32,Y65_69,2,5021
61,2,32,Y70_74,1,3718
61,2,32,Y75_79,3,2153
61,2,32,Y80_84,1,1066
61,2,32,Y85ABO,1,692
61,2,33,Y00_04,0,21336
61,2,33,Y05_09,0,22676
61,2,33,Y10_14,1,23052
61,2,33,Y15_19,0,21252
61,2,33,Y20_24,0,15353
61,2,33,Y25_29,0,9205
61,2,33,Y30_34,0,9536
61,2,33,Y35_39,0,8731
61,2,33,Y40_44,0,7993
61,2,33,Y45_49,0,6772
61,2,33,Y50_54,1,5224
61,2,33,Y55_59,2,4305
61,2,33,Y60_64,0,3720
61,2,33,Y65_69,1,2991
61,2,33,Y70_74,1,2199
61,2,33,Y75_79,0,1255
61,2,33,Y80_84,2,666
61,2,33,Y85ABO,0,358
61,2,34,Y00_04,0,24384
61,2,34,Y05_09,0,26538
61,2,34,Y10_14,0,27218
61,2,34,Y15_19,0,24788
61,2,34,Y20_24,0,17734
61,2,34,Y25_29,0,10894
61,2,34,Y30_34,0,12076
61,2,34,Y35_39,0,10888
61,2,34,Y40_44,1,9576
61,2,34,Y45_49,0,7895
61,2,34,Y50_54,0,6512
61,2,34,Y55_59,1,5506
61,2,34,Y60_64,1,4676
61,2,34,Y65_69,1,3718
61,2,34,Y70_74,1,2104
61,2,34,Y75_79,1,1117
61,2,34,Y80_84,0,574
61,2,34,Y85ABO,0,317
61,2,35,Y00_04,0,31153
61,2,35,Y05_09,0,34044
61,2,35,Y10_14,0,35776
61,2,35,Y15_19,0,32978
61,2,35,Y20_24,0,23607
61,2,35,Y25_29,0,13588
61,2,35,Y30_34,0,14251
61,2,35,Y35_39,1,13144
61,2,35,Y40_44,0,12730
61,2,35,Y45_49,0,10526
61,2,35,Y50_54,2,8597
61,2,35,Y55_59,0,7010
61,2,35,Y60_64,1,5906
61,2,35,Y65_69,0,4706
61,2,35,Y70_74,0,3398
61,2,35,Y75_79,2,1901
61,2,35,Y80_84,3,948
61,2,35,Y85ABO,0,566
61,2,36,Y00_04,0,50563
61,2,36,Y05_09,0,51310
61,2,36,Y10_14,0,49002
61,2,36,Y15_19,1,48066
61,2,36,Y20_24,0,38060
61,2,36,Y25_29,0,23932
61,2,36,Y30_34,0,23401
61,2,36,Y35_39,0,20458
61,2,36,Y40_44,0,18302
61,2,36,Y45_49,1,14846
61,2,36,Y50_54,1,12268
61,2,36,Y55_59,0,10348
61,2,36,Y60_64,0,8625
61,2,36,Y65_69,2,6416
61,2,36,Y70_74,3,4387
61,2,36,Y75_79,0,2223
61,2,36,Y80_84,2,1020
61,2,36,Y85ABO,0,544
61,2,37,Y00_04,0,62853
61,2,37,Y05_09,0,67486
61,2,37,Y10_14,0,68799
61,2,37,Y15_19,0,66471
61,2,37,Y20_24,0,50640
61,2,37,Y25_29,1,29311
61,2,37,Y30_34,0,30366
61,2,37,Y35_39,2,29074
61,2,37,Y40_44,1,26045
61,2,37,Y45_49,1,21279
61,2,37,Y50_54,0,17925
61,2,37,Y55_59,1,14692
61,2,37,Y60_64,3,13077
61,2,37,Y65_69,6,9501
61,2,37,Y70_74,0,6204
61,2,37,Y75_79,0,3091
61,2,37,Y80_84,0,1494
61,2,37,Y85ABO,1,738
61,2,38,Y00_04,0,29536
61,2,38,Y05_09,0,33184
61,2,38,Y10_14,0,34651
61,2,38,Y15_19,0,32518
61,2,38,Y20_24,0,22724
61,2,38,Y25_29,0,13440
61,2,38,Y30_34,0,14525
61,2,38,Y35_39,0,13567
61,2,38,Y40_44,0,12760
61,2,38,Y45_49,2,10243
61,2,38,Y50_54,0,8275
61,2,38,Y55_59,3,6863
61,2,38,Y60_64,0,6079
61,2,38,Y65_69,1,4201
61,2,38,Y70_74,4,2491
61,2,38,Y75_79,1,1152
61,2,38,Y80_84,0,586
61,2,38,Y85ABO,0,306
61,2,39,Y00_04,1,45907
61,2,39,Y05_09,0,53066
61,2,39,Y10_14,0,52774
61,2,39,Y15_19,0,50050
61,2,39,Y20_24,0,34713
61,2,39,Y25_29,1,20887
61,2,39,Y30_34,0,22352
61,2,39,Y35_39,0,21402
61,2,39,Y40_44,0,19976
61,2,39,Y45_49,1,15624
61,2,39,Y50_54,1,13606
61,2,39,Y55_59,4,11644
61,2,39,Y60_64,1,9965
61,2,39,Y65_69,1,6681
61,2,39,Y70_74,2,4170
61,2,39,Y75_79,2,2440
61,2,39,Y80_84,0,1307
61,2,39,Y85ABO,0,709
